Order_ID;Branch_Start;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Start_Latitude;Start_Longitude;Quantity;Weight;Vehicle_Type_Assigned;picked;Batch_Number;Vehicle_Assigned
axlp473057360;Lembong;Manado;Todd Johnson;Alyssa Castillo;Jalan Braga No.181, RT 1/RW 6;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;-6.9165602;107.610072;8.0;4.8;pick up truck;True;9;van
faxz667594118;Lembong;Yogyakarta;Stephanie Stokes;Anne Palmer;Setiabudi No.596, RT 4/RW 6;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;7.0;4.9;pick up truck;True;9;van
tknh338587831;Lembong;Bekasi;Angela Barnes;Casey Marks;Lembong No.464, RT 6/RW 5;Sunny;pick up truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;7.0;4.9;pick up truck;True;9;van
gqdc903763983;Lembong;Bekasi;Gregory Miller;John Hines;Lembong No.501, RT 9/RW 2;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;10.0;5.0;pick up truck;True;9;van
ifol146049595;Lembong;Sumedang;William Wilson;Jeremy Jackson;Riau No.659, RT 4/RW 8;Sunny;cargo truck;Books;Terlambat;-6.9165602;107.610072;10.0;5.0;pick up truck;True;9;van
knbi333416030;Lembong;Dumai;Scott Phillips;Vanessa Callahan;Jalan Braga No.515, RT 4/RW 9;Sunny;pick up truck;Grocery;Terlambat;-6.9165602;107.610072;10.0;5.0;pick up truck;True;10;cargo truck
oron294407689;Lembong;Banda Aceh;Greg Smith;Justin Keith;Setiabudi No.425, RT 4/RW 4;Sunny;cargo truck;Snacks;Terlambat;-6.9165602;107.610072;10.0;5.0;pick up truck;True;10;cargo truck
pldd708628915;Lembong;Solok;Sarah Williams;Jose Castro;Dago No.459, RT 10/RW 2;Sunny;pick up truck;Toys;Terlambat;-6.9165602;107.610072;2.0;5.0;pick up truck;True;10;cargo truck
tulw305290330;Lembong;Dumai;Ian Zimmerman;Pamela Jones;Dago No.122, RT 8/RW 6;Sunny;cargo truck;Toys;Lebih Cepat Sampai;-6.9165602;107.610072;3.0;5.1;van;True;10;cargo truck
hrkl470267474;Lembong;South Tangerang;Katie Murillo;William Collins;Buah Batu No.584, RT 2/RW 5;Sunny;pick up truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;5.1;van;True;10;cargo truck
uawg557763248;Lembong;Bogor;Caroline Cruz;Carrie Boone;Kebon Kawung No.283, RT 3/RW 2;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;5.1;van;True;10;cargo truck
qaou678877291;Lembong;Bukittinggi;Andrew Randall;Sara Sullivan;Jalan Braga No.627, RT 8/RW 7;Sunny;pick up truck;Home;Terlambat;-6.9165602;107.610072;1.0;5.2;van;True;10;cargo truck
nryf896625459;Lembong;Mataram;Cynthia Larson;Travis Hopkins;Setiabudi No.74, RT 5/RW 2;Sunny;pick up truck;Home;Tepat Waktu;-6.9165602;107.610072;1.0;5.3;van;True;10;cargo truck
tnsn820993173;Lembong;Mataram;William Nolan;Allison Bernard;Ciwidey No.260, RT 9/RW 4;Sunny;van;Home;Tepat Waktu;-6.9165602;107.610072;1.0;5.3;van;True;10;cargo truck
kjei595862586;Lembong;Bali (Denpasar);Anthony Brennan;Laura Reyes;Buah Batu No.979, RT 8/RW 5;Sunny;pick up truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;9.0;5.4;van;True;10;cargo truck
bhah271591321;Lembong;Lubuklinggau;Paul Owens;Miss Holly Wilson;Buah Batu No.20, RT 8/RW 10;Sunny;pick up truck;Snacks;Terlambat;-6.9165602;107.610072;6.0;5.4;van;True;10;cargo truck
ltua187231202;Lembong;Cimahi;Ariana Garcia;Amanda Smith;Lembong No.952, RT 7/RW 10;Sunny;cargo truck;Clothing;Terlambat;-6.9165602;107.610072;2.0;5.4;van;True;11;van
ztky658170275;Lembong;Sidoarjo;Sarah Hines;Kimberly Mcdonald;Kebon Kawung No.99, RT 4/RW 6;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;5.4;van;True;11;van
bhht187756692;Lembong;Sorong;Kenneth Acosta;Gary Young;Setiabudi No.306, RT 9/RW 3;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;5.4;van;True;11;van
cfys075752851;Lembong;Solo;Donald Singh;Scott Stevenson;Dago No.343, RT 5/RW 4;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;5.4;van;True;11;van
dwso394216145;Lembong;Tebing Tinggi;Anthony Morales;Carol Gibson;Jalan Braga No.517, RT 5/RW 8;Sunny;cargo truck;Snacks;Tepat Waktu;-6.9165602;107.610072;9.0;5.4;van;True;11;van
lnnc390287447;Lembong;Sorong;Tanya Dunn;Brian Mason;Kebon Kawung No.415, RT 7/RW 2;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;5.4;van;True;11;van
jgsf080760806;Lembong;Jakarta;Deborah Smith;Kelli King;Dago No.923, RT 3/RW 8;Sunny;pick up truck;Toys;Terlambat;-6.9165602;107.610072;2.0;5.4;van;True;11;van
vpya500222524;Lembong;Surabaya;Alan Bradford;Adam Pena;Setiabudi No.565, RT 5/RW 5;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;5.4;van;True;12;pick up truck
lofi190510334;Lembong;Depok;Jacob Nguyen;Jessica Bray;Lembong No.332, RT 3/RW 1;Sunny;cargo truck;Grocery;Terlambat;-6.9165602;107.610072;6.0;5.4;van;True;12;pick up truck
pnjp195796725;Lembong;Gresik;Ryan Weeks;James Jackson;Lembong No.445, RT 6/RW 8;Sunny;pick up truck;Cosmetics;Terlambat;-6.9165602;107.610072;9.0;5.4;van;True;12;pick up truck
eqrb644761656;Lembong;Sungaipenuh;Nicholas Jones;Antonio Bowers;Pasir Kaliki No.975, RT 10/RW 6;Sunny;cargo truck;Clothing;Terlambat;-6.9165602;107.610072;3.0;5.4;van;True;13;cargo truck
jsxw879858432;Lembong;Mojokerto;David Morse;Steven Morgan;Riau No.317, RT 7/RW 1;Sunny;pick up truck;Snacks;Tepat Waktu;-6.9165602;107.610072;6.0;5.4;van;True;13;cargo truck
lhxq003518844;Lembong;Cimahi;Michael Moore;Dana Peterson;Setiabudi No.155, RT 3/RW 1;Sunny;cargo truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;5.5;van;True;13;cargo truck
rydd588083997;Lembong;Tangerang;Christie Chase;Jeffery Rivers;Setiabudi No.896, RT 10/RW 2;Sunny;van;Electronics;Tepat Waktu;-6.9165602;107.610072;1.0;5.5;van;True;13;cargo truck
zntq290592944;Lembong;Gresik;Christopher Williams;Linda Morse;Dago No.775, RT 2/RW 4;Sunny;pick up truck;Grocery;Terlambat;-6.9165602;107.610072;8.0;5.6;van;True;13;cargo truck
aebh411009232;Lembong;Bogor;Rachel Huffman;Sharon Riley;Cihampelas No.952, RT 3/RW 3;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;5.6;van;True;13;cargo truck
kavg980506091;Lembong;Solok;Wendy Becker;Anthony Romero;Pasir Kaliki No.412, RT 5/RW 1;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;4.0;5.6;van;True;13;cargo truck
snva131512030;Lembong;Tebing Tinggi;Joe Hooper;Sabrina Carter;Buah Batu No.113, RT 9/RW 1;Sunny;pick up truck;Books;Terlambat;-6.9165602;107.610072;7.0;5.6;van;True;13;cargo truck
azvb479453730;Lembong;Surabaya;Randy Pham;Jennifer Wheeler;Lembong No.421, RT 10/RW 5;Sunny;cargo truck;Sports;Terlambat;-6.9165602;107.610072;4.0;5.6;van;True;13;cargo truck
mksx005185158;Lembong;Bekasi;Kathy Davis;Christian Lawson;Buah Batu No.876, RT 1/RW 3;Sunny;cargo truck;Toys;Lebih Cepat Sampai;-6.9165602;107.610072;3.0;5.7;van;True;13;cargo truck
wllw925308726;Lembong;Pontianak;Katherine Ibarra MD;Jennifer Thompson;Jalan Braga No.564, RT 7/RW 8;Sunny;cargo truck;Cosmetics;Tepat Waktu;-6.9165602;107.610072;6.0;6.0;van;True;14;pick up truck
nibe268762859;Lembong;Pontianak;Wendy Williams;Bradley Conner;Dago No.892, RT 8/RW 3;Sunny;pick up truck;Cosmetics;Terlambat;-6.9165602;107.610072;10.0;6.0;van;True;14;pick up truck
xdvo256197421;Lembong;South Tangerang;Peter Nelson;Catherine Choi;Jalan Braga No.794, RT 3/RW 1;Sunny;van;Books;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;6.0;van;True;14;pick up truck
wial901626469;Lembong;Dumai;Christopher Boyd;Yvonne Dillon MD;Setiabudi No.308, RT 8/RW 8;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;6.0;van;True;15;van
xgsw271358381;Lembong;Metro;Logan Kim;John Davis;Riau No.257, RT 1/RW 9;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-6.9165602;107.610072;2.0;6.0;van;True;15;van
azkn185141270;Lembong;Gresik;Pamela Drake;Amy Johns;Ciwidey No.738, RT 4/RW 8;Sunny;van;Snacks;Tepat Waktu;-6.9165602;107.610072;10.0;6.0;van;True;15;van
acxe723549290;Lembong;Ternate;Jennifer Hunt;Amy Cunningham;Jalan Braga No.555, RT 3/RW 5;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;4.0;6.0;van;True;15;van
yppz505640571;Lembong;Sawahlunto;Jacqueline Bennett;Rebecca Gray;Cihampelas No.117, RT 5/RW 6;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;10.0;6.0;van;True;15;van
mflf536758603;Lembong;Banda Aceh;Kristin Obrien;David Mcgee;Dago No.666, RT 7/RW 2;Sunny;cargo truck;Cosmetics;Terlambat;-6.9165602;107.610072;10.0;6.0;van;True;15;van
nghz060874969;Lembong;Kupang;Tammy Moore;Duane Boone;Buah Batu No.861, RT 8/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;6.0;van;True;16;pick up truck
gkdl241202528;Lembong;Surabaya;John Clark;William Ortega;Lembong No.452, RT 7/RW 7;Sunny;pick up truck;Shoes;Tepat Waktu;-6.9165602;107.610072;3.0;6.0;van;True;16;pick up truck
gcok068132692;Lembong;Salatiga;Cindy Williams;Michael Clayton;Ciwidey No.564, RT 6/RW 5;Sunny;van;Shoes;Lebih Cepat Sampai;-6.9165602;107.610072;3.0;6.0;van;True;16;pick up truck
mfag163060506;Lembong;Metro;Randy Jackson;Wanda Hodges;Pasir Kaliki No.948, RT 2/RW 8;Sunny;cargo truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;6.1;van;True;17;pick up truck
xxuc499608084;Lembong;Malang;Thomas Ramos MD;Stephen Williams;Pasir Kaliki No.714, RT 9/RW 10;Sunny;van;Home;Terlambat;-6.9165602;107.610072;1.0;6.1;van;True;17;pick up truck
uavl345029402;Lembong;Surabaya;Alexander Callahan;Harold Johnson;Kebon Kawung No.124, RT 4/RW 5;Sunny;pick up truck;Home;Tepat Waktu;-6.9165602;107.610072;1.0;6.3;van;True;17;pick up truck
zhga171311426;Lembong;Binjai;Holly Alexander;Valerie Pittman;Dago No.215, RT 5/RW 5;Sunny;van;Grocery;Terlambat;-6.9165602;107.610072;7.0;6.3;van;True;18;van
nqsq009002428;Lembong;Medan;James Skinner;Sonya Gonzalez;Buah Batu No.530, RT 8/RW 5;Sunny;van;Books;Tepat Waktu;-6.9165602;107.610072;7.0;6.3;van;True;18;van
vxdw152482612;Lembong;Depok;Megan Ward;Danielle Stanley;Lembong No.718, RT 3/RW 6;Sunny;pick up truck;Cosmetics;Terlambat;-6.9165602;107.610072;9.0;6.3;van;True;18;van
xgee563423046;Lembong;Depok;Steven Brown;Teresa Walsh;Jalan Braga No.843, RT 3/RW 4;Sunny;pick up truck;Grocery;Terlambat;-6.9165602;107.610072;7.0;6.3;van;True;18;van
pwzl543189701;Lembong;Mojokerto;Christopher Smith;Mr. Jonathan Steele;Dago No.294, RT 5/RW 9;Sunny;pick up truck;Books;Terlambat;-6.9165602;107.610072;7.0;6.3;van;True;18;van
sbhn514920466;Lembong;Metro;Douglas Potts;Lisa Nunez;Riau No.874, RT 4/RW 5;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;6.3;van;True;18;van
uhhc975818545;Lembong;Cimahi;Cameron Tucker;Wesley Nichols;Dago No.294, RT 10/RW 10;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;9.0;6.3;van;True;19;cargo truck
xjpy695712870;Lembong;Pematang Siantar;Raymond Smith;Claudia Silva;Setiabudi No.784, RT 9/RW 9;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;4.0;6.4;van;True;19;cargo truck
pngl229492807;Lembong;Bandung;Hayley Martinez;Sergio Smith;Jalan Braga No.872, RT 1/RW 5;Sunny;pick up truck;Sports;Tepat Waktu;-6.9165602;107.610072;4.0;6.4;van;True;19;cargo truck
gezf448692939;Lembong;Mataram;Robert Frederick;Anna Gonzales;Riau No.753, RT 10/RW 8;Sunny;pick up truck;Grocery;Terlambat;-6.9165602;107.610072;8.0;6.4;van;True;19;cargo truck
jejm631056916;Lembong;Medan;Anna Diaz;Mark Smith;Dago No.69, RT 3/RW 9;Sunny;van;Cosmetics;Tepat Waktu;-6.9165602;107.610072;8.0;6.4;van;True;19;cargo truck
pxci302059216;Lembong;Medan;Natalie Aguilar;Jacqueline Johnson;Cihampelas No.441, RT 4/RW 9;Sunny;pick up truck;Snacks;Tepat Waktu;-6.9165602;107.610072;8.0;6.4;van;True;19;cargo truck
aihu124635447;Lembong;Pagar Alam;Richard Ellison;Megan Keith;Buah Batu No.141, RT 9/RW 2;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.9165602;107.610072;3.0;6.6;van;True;19;cargo truck
fgeg687369278;Lembong;Manado;Mr. Samuel Wells;Douglas Green;Buah Batu No.881, RT 3/RW 1;Sunny;van;Toys;Terlambat;-6.9165602;107.610072;3.0;6.6;van;True;19;cargo truck
nbuq671487864;Lembong;Depok;Ryan Burch;Christine Hayes;Setiabudi No.632, RT 6/RW 9;Sunny;cargo truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;6.8;van;True;19;cargo truck
jvvv970586328;Lembong;Banda Aceh;Pamela Harris;Frederick Edwards;Ciwidey No.822, RT 5/RW 1;Sunny;cargo truck;Toys;Terlambat;-6.9165602;107.610072;4.0;6.8;van;True;20;pick up truck
xhpg327568363;Lembong;Padang;Michael Williams;Melanie Solomon;Setiabudi No.32, RT 2/RW 3;Sunny;cargo truck;Shoes;Terlambat;-6.9165602;107.610072;4.0;6.8;van;True;20;pick up truck
zexy153264880;Lembong;Cimahi;Jessica Lozano;Philip Daugherty;Riau No.701, RT 8/RW 4;Sunny;cargo truck;Home;Terlambat;-6.9165602;107.610072;1.0;6.8;van;True;21;pick up truck
qnpa686430090;Lembong;Bekasi;James Payne PhD;Lisa Rojas;Buah Batu No.648, RT 1/RW 5;Sunny;van;Home;Tepat Waktu;-6.9165602;107.610072;1.0;6.9;van;True;21;pick up truck
fslw095326149;Lembong;Bukittinggi;Samantha Stokes;James Cox;Dago No.62, RT 2/RW 10;Sunny;pick up truck;Electronics;Tepat Waktu;-6.9165602;107.610072;1.0;6.9;van;True;22;cargo truck
yluc133196911;Lembong;Tangerang Selatan;Kristy Brown;Alison Jones MD;Lembong No.582, RT 4/RW 4;Sunny;van;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;7.0;7.0;van;True;22;cargo truck
buva986192885;Lembong;Bukittinggi;Jeffrey Marks;Gary Evans;Cihampelas No.448, RT 3/RW 4;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;7.0;7.0;van;True;22;cargo truck
kkyh385456144;Lembong;Ternate;Edward Gutierrez;Ashley Armstrong;Ciwidey No.840, RT 9/RW 9;Sunny;pick up truck;Home;Terlambat;-6.9165602;107.610072;1.0;7.0;van;True;22;cargo truck
cwsg845598131;Lembong;Lubuklinggau;Jeffrey Arias;Sarah Gordon;Lembong No.86, RT 9/RW 3;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;10.0;7.0;van;True;22;cargo truck
iblx845505194;Lembong;Palu;Rebecca Fitzgerald;Michelle Lawson;Pasir Kaliki No.258, RT 7/RW 9;Sunny;cargo truck;Grocery;Tepat Waktu;-6.9165602;107.610072;10.0;7.0;van;True;22;cargo truck
ebsc788241812;Lembong;Banjarmasin;Maria Moore;Sarah Davenport;Ciwidey No.332, RT 3/RW 2;Sunny;pick up truck;Home;Terlambat;-6.9165602;107.610072;1.0;7.1;van;True;22;cargo truck
tvmx396945239;Lembong;Banjarbaru;Paul King;Megan Cochran;Dago No.592, RT 3/RW 1;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;7.1;van;True;22;cargo truck
pagi106985701;Lembong;Padang;Jessica Murphy;Bobby Smith;Cihampelas No.278, RT 1/RW 1;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;-6.9165602;107.610072;8.0;7.2;van;True;23;van
obxf504926475;Lembong;Metro;Angela Nash;Elizabeth Wilson;Lembong No.789, RT 10/RW 5;Sunny;pick up truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;8.0;7.2;van;True;23;van
gewe276312844;Lembong;Palu;Jennifer Jones;Lauren Hunt;Lembong No.344, RT 8/RW 3;Sunny;cargo truck;Grocery;Terlambat;-6.9165602;107.610072;9.0;7.2;van;True;23;van
udem635559078;Lembong;Banjarbaru;Mark Odom MD;Carl Delgado;Dago No.153, RT 2/RW 2;Sunny;pick up truck;Clothing;Terlambat;-6.9165602;107.610072;6.0;7.2;van;True;23;van
ewbr711247387;Lembong;Payakumbuh;Marco Johnson DDS;Patricia Jensen;Buah Batu No.788, RT 2/RW 8;Sunny;pick up truck;Books;Tepat Waktu;-6.9165602;107.610072;8.0;7.2;van;True;23;van
autz541931037;Lembong;Malang;Amy Johnson;Brian Thompson;Ciwidey No.539, RT 2/RW 8;Sunny;van;Books;Terlambat;-6.9165602;107.610072;9.0;7.2;van;True;24;van
zvhl326611220;Lembong;South Tangerang;Malik Dixon;Timothy Cox;Cihampelas No.551, RT 9/RW 4;Sunny;pick up truck;Home;Tepat Waktu;-6.9165602;107.610072;1.0;7.3;van;True;24;van
qlbn726946663;Lembong;Mojokerto;Theresa Ortiz;Daniel Watson;Lembong No.134, RT 6/RW 3;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;7.3;van;True;24;van
choz180747784;Lembong;Bandar Lampung;Jennifer Ferguson;Rebecca Romero;Riau No.460, RT 6/RW 6;Sunny;pick up truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;7.3;van;True;24;van
gohi805255724;Lembong;Lubuklinggau;Rachael Hall;Joanna Carter;Buah Batu No.772, RT 5/RW 3;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-6.9165602;107.610072;5.0;7.5;van;True;24;van
rlxz349652989;Lembong;Palu;Karen Miller;Drew Moore;Jalan Braga No.985, RT 8/RW 5;Sunny;cargo truck;Shoes;Terlambat;-6.9165602;107.610072;5.0;7.5;van;True;25;van
botb821383153;Lembong;Palu;Nicholas Lowery;Ian Randolph;Kebon Kawung No.865, RT 6/RW 6;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;-6.9165602;107.610072;5.0;7.5;van;True;25;van
qofe695126123;Lembong;Pematang Siantar;Amanda Herrera;Jeremiah Knight;Pasir Kaliki No.248, RT 9/RW 9;Sunny;van;Shoes;Lebih Cepat Sampai;-6.9165602;107.610072;3.0;7.5;van;True;25;van
aiaf436783773;Lembong;Metro;Michael Wheeler;Nathaniel Avila;Jalan Braga No.126, RT 8/RW 8;Sunny;cargo truck;Electronics;Tepat Waktu;-6.9165602;107.610072;1.0;7.5;van;True;25;van
essy604523183;Lembong;Cilegon;Pamela Ferguson;Sherry Thompson;Dago No.671, RT 4/RW 4;Sunny;pick up truck;Toys;Terlambat;-6.9165602;107.610072;4.0;7.6;van;True;25;van
nicr379483488;Lembong;Depok;Andrew Jackson;Peter Ward;Lembong No.9, RT 9/RW 2;Sunny;pick up truck;Clothing;Terlambat;-6.9165602;107.610072;4.0;7.6;van;True;26;van
vmlp463397269;Lembong;Dumai;James Bailey;Olivia Myers;Kebon Kawung No.497, RT 4/RW 8;Sunny;cargo truck;Clothing;Terlambat;-6.9165602;107.610072;4.0;7.6;van;True;26;van
ukdg727815878;Lembong;Mojokerto;Laura Sharp;Rebekah Rodriguez;Riau No.737, RT 4/RW 3;Sunny;cargo truck;Home;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;7.6;van;True;26;van
qcov918542054;Lembong;Tebing Tinggi;Robert Harvey;Michael Thomas;Buah Batu No.843, RT 5/RW 8;Sunny;pick up truck;Clothing;Terlambat;-6.9165602;107.610072;6.0;7.8;van;True;26;van
bidw367951018;Lembong;Solok;Billy Graham MD;Dr. Wendy Wagner MD;Ciwidey No.359, RT 8/RW 4;Sunny;pick up truck;Home;Terlambat;-6.9165602;107.610072;1.0;7.8;van;True;26;van
jlog687677023;Lembong;Pematang Siantar;Debra Jones;Derrick Carlson;Pasir Kaliki No.679, RT 8/RW 5;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;7.8;van;True;27;cargo truck
iwwo584457151;Lembong;Bekasi;Caroline Cox;Mrs. Tracey Keller;Riau No.316, RT 4/RW 8;Sunny;pick up truck;Grocery;Tepat Waktu;-6.9165602;107.610072;10.0;8.0;van;True;27;cargo truck
gjpx151266067;Lembong;Lubuklinggau;Curtis Gonzalez;Anthony Ferguson;Ciwidey No.712, RT 7/RW 8;Sunny;cargo truck;Toys;Terlambat;-6.9165602;107.610072;8.0;8.0;van;True;27;cargo truck
cmpo422502011;Lembong;Serang;Caitlin Boyer;Jamie Edwards;Dago No.914, RT 10/RW 9;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;8.0;8.0;van;True;27;cargo truck
vrfm645341439;Lembong;Sorong;Thomas Perry;Angela Martinez;Pasir Kaliki No.316, RT 7/RW 10;Sunny;cargo truck;Toys;Terlambat;-6.9165602;107.610072;4.0;8.0;van;True;27;cargo truck
zfwq347744445;Lembong;Banjarbaru;Carly Walton;Erin Petersen;Buah Batu No.800, RT 9/RW 10;Sunny;pick up truck;Snacks;Tepat Waktu;-6.9165602;107.610072;10.0;8.0;van;True;27;cargo truck
wwve206217150;Lembong;Samarinda;Anthony Gamble;Rebecca Odom;Buah Batu No.308, RT 3/RW 6;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;4.0;8.0;van;True;27;cargo truck
yrrm304968118;Lembong;Yogyakarta;Brian Harrington;Eric Rivera;Jalan Braga No.439, RT 9/RW 8;Sunny;pick up truck;Grocery;Terlambat;-6.9165602;107.610072;8.0;8.0;van;True;28;pick up truck
guse082164490;Lembong;Semarang;Luis Crawford;Anthony Shannon;Jalan Braga No.123, RT 3/RW 6;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.9165602;107.610072;5.0;8.0;van;True;28;pick up truck
eevo600908538;Lembong;Sawahlunto;Shawn Murphy;Mr. David Jones;Kebon Kawung No.572, RT 6/RW 7;Sunny;cargo truck;Books;Terlambat;-6.9165602;107.610072;10.0;8.0;van;True;29;cargo truck
thfc822550508;Lembong;Jayapura;Isaac Logan;David Mckenzie;Kebon Kawung No.2, RT 9/RW 1;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;-6.9165602;107.610072;8.0;8.0;van;True;29;cargo truck
tihm810873761;Lembong;Bogor;Jamie Adams;Natalie Wyatt;Riau No.202, RT 10/RW 10;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.9165602;107.610072;9.0;8.1;van;True;29;cargo truck
nksq651499286;Lembong;Yogyakarta;Chad Pruitt;Megan Rodriguez;Kebon Kawung No.193, RT 8/RW 3;Sunny;van;Shoes;Tepat Waktu;-6.9165602;107.610072;3.0;8.1;van;True;29;cargo truck
yxao328052567;Lembong;Bengkulu;Jason Miller;Debra Myers;Dago No.819, RT 2/RW 5;Sunny;pick up truck;Shoes;Tepat Waktu;-6.9165602;107.610072;4.0;8.4;van;True;29;cargo truck
bdbr530930061;Lembong;Binjai;Karen Fernandez;Mark Cowan;Lembong No.709, RT 7/RW 6;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;3.0;8.7;van;True;29;cargo truck
zvom456144389;Lembong;Dumai;Patricia Mitchell;Crystal Buckley;Ciwidey No.406, RT 3/RW 2;Sunny;van;Home;Terlambat;-6.9165602;107.610072;1.0;8.7;van;True;29;cargo truck
ktrr492803480;Lembong;Tangerang;Joseph Johnson;Marcus Ball;Ciwidey No.654, RT 1/RW 10;Sunny;cargo truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;8.7;van;True;30;van
oric826953147;Lembong;Bekasi;David Kelley;Lisa Valenzuela;Setiabudi No.844, RT 1/RW 8;Sunny;pick up truck;Electronics;Terlambat;-6.9165602;107.610072;1.0;8.7;van;True;30;van
wsyb050617423;Lembong;Dumai;Logan Pineda;Amy Scott;Kebon Kawung No.608, RT 7/RW 3;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.9165602;107.610072;8.0;8.8;van;True;30;van
zgrs684094286;Lembong;Makassar;Samuel Rowe;Justin Salazar;Setiabudi No.930, RT 4/RW 4;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;5.0;9.0;van;True;30;van
lrym036787120;Lembong;Semarang;Timothy Davis;Gina Ortiz;Cihampelas No.271, RT 8/RW 10;Sunny;pick up truck;Toys;Tepat Waktu;-6.9165602;107.610072;9.0;9.0;van;True;31;cargo truck
wzjc686690680;Lembong;Tanjung Pinang;Robert Schwartz;Jerry Burton;Setiabudi No.974, RT 1/RW 7;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.9165602;107.610072;6.0;9.0;van;True;31;cargo truck
mtfb433743652;Lembong;Prabumulih;Joseph Montgomery;Julie Lee;Lembong No.968, RT 2/RW 9;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.9165602;107.610072;1.0;9.0;van;True;31;cargo truck
vdsc242802639;Lembong;Padang;Nathan Mitchell;Wayne Soto;Lembong No.833, RT 9/RW 6;Sunny;pick up truck;Toys;Tepat Waktu;-6.9165602;107.610072;9.0;9.0;van;True;31;cargo truck
odnf963885030;Lembong;Ternate;Joseph Huang;Courtney Allen;Pasir Kaliki No.881, RT 10/RW 7;Sunny;cargo truck;Home;Terlambat;-6.9165602;107.610072;1.0;9.1;van;True;31;cargo truck
ukxn301091461;Lembong;Samarinda;Richard Bailey;Shawn Cox;Buah Batu No.791, RT 7/RW 3;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-6.9165602;107.610072;7.0;9.1;van;True;31;cargo truck
snqf816289607;Lembong;Salatiga;Stuart Boyle;Elizabeth Andersen;Setiabudi No.327, RT 10/RW 6;Sunny;cargo truck;Clothing;Tepat Waktu;-6.9165602;107.610072;4.0;9.2;van;True;32;pick up truck
bnmn645219561;Lembong;Jambi;Melinda Davis;Vanessa Hill;Dago No.86, RT 5/RW 8;Sunny;pick up truck;Home;Terlambat;-6.9165602;107.610072;1.0;9.4;van;True;32;pick up truck
