Order_ID,Branch_Start,Branch_Drop,Pengirim,Penerima,Alamat Penerima,Weather_Condition,Vehicle_Type,Category,arrival_status,Start_Latitude,Start_Longitude,Drop_Latitude,Drop_Longitude,Quantity,Weight,Vehicle_Type_Assigned
elri157886700,Ciwidey,Palu,Ashley Lopez,Alison Young,"Riau No.431, RT 6/RW 4",Sunny,pick up truck,Snacks,Tepat Waktu,-7.1027234,107.4641673,-0.9051548,119.8722373,7.0,4.2,pick up truck
kqjb627446355,Lembong,Jambi,Austin Henry,John Gomez,"Ciwidey No.338, RT 10/RW 5",Sunny,cargo truck,Books,Tepat Waktu,-6.9165602,107.610072,-1.6394711,102.9454264,5.0,4.0,pick up truck
chmf565765698,Buah Batu,Pontianak,Justin Brock,Samantha Davis,"Cihampelas No.11, RT 1/RW 9",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.0226903,109.3447488,9.0,4.5,pick up truck
wfyd884428331,Dago,Malang,Douglas Livingston,Edward Adams,"Pasir Kaliki No.69, RT 3/RW 8",Sunny,pick up truck,Toys,Tepat Waktu,-6.8750079,107.6159521,-7.9771308,112.6340265,5.0,7.5,van
rfwb649506491,Riau,Samarinda,Michelle Sandoval,Aaron Brown,"Riau No.920, RT 6/RW 3",Sunny,pick up truck,Snacks,Terlambat,-6.9064586,107.6147399,-0.5017804,117.1393089,10.0,7.0,van
mvyw093304536,Lembong,Ambon,Tina Lee,Joseph Little,"Ciwidey No.404, RT 2/RW 10",Sunny,van,Toys,Tepat Waktu,-6.9165602,107.610072,-3.6959434,128.178785,9.0,9.0,van
gtew887225145,Jalan Braga,Jayapura,Ian Smith,Paula Noble,"Pasir Kaliki No.764, RT 8/RW 10",Sunny,cargo truck,Home,Tepat Waktu,-6.9168925,107.6091723,-2.5387539,140.7037389,1.0,8.9,van
sccc097951474,Lembong,Banda Aceh,Caitlyn Huynh,Lawrence Gregory,"Setiabudi No.220, RT 5/RW 3",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9165602,107.610072,5.5528455,95.3192908,9.0,7.2,van
nkuh321662179,Ciwidey,Lubuklinggau,James Richardson,Ross Ortiz,"Dago No.599, RT 3/RW 5",Sunny,pick up truck,Toys,Tepat Waktu,-7.1027234,107.4641673,-3.2919136,102.8715732,1.0,2.5,pick up truck
fnke715913090,Setiabudi,Lubuklinggau,Loretta Vazquez,Jeffrey Wallace,"Ciwidey No.57, RT 5/RW 2",Sunny,cargo truck,Electronics,Terlambat,-6.8689938,107.5934024,-3.2919136,102.8715732,2.0,11.8,cargo truck
sgjh419463614,Dago,Sumedang,William Leach,Valerie Zavala,"Dago No.485, RT 10/RW 2",Sunny,cargo truck,Shoes,Terlambat,-6.8750079,107.6159521,-6.8098713,107.9817732,1.0,2.8,pick up truck
proc706695335,Setiabudi,Medan,Jeremiah French,Edward Garcia,"Lembong No.654, RT 10/RW 5",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8689938,107.5934024,3.5894617,98.6741623,1.0,1.7,pick up truck
mzdx113079386,Setiabudi,Bekasi,James Mitchell,Michael Williams,"Dago No.600, RT 6/RW 4",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.8689938,107.5934024,-6.2349858,106.9945444,10.0,9.0,van
hnpo666441693,Buah Batu,Surabaya,Corey Nichols,Michelle Scott,"Dago No.240, RT 8/RW 4",Sunny,cargo truck,Home,Tepat Waktu,-6.9412463,107.6271905,-7.2462836,112.7377674,1.0,9.5,van
bdmp916900478,Buah Batu,Mataram,Phillip Mcclain,Joseph King,"Pasir Kaliki No.452, RT 9/RW 2",Sunny,pick up truck,Sports,Terlambat,-6.9412463,107.6271905,-8.5837726,116.10685,2.0,5.0,pick up truck
qgrb614403792,Setiabudi,Solo,Anthony Clayton,Sharon Arnold,"Jalan Braga No.128, RT 9/RW 3",Sunny,van,Snacks,Lebih Cepat Sampai,-6.8689938,107.5934024,-7.5692489,110.828448,6.0,4.2,pick up truck
mbuj066868578,Pasir Kaliki,Pontianak,Brittney Dunn,Anna Weaver,"Cihampelas No.563, RT 4/RW 4",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9162852,107.5981344,-0.0226903,109.3447488,7.0,2.8,pick up truck
gihf219624848,Buah Batu,Makassar,Angela Barry,Thomas White,"Cihampelas No.899, RT 5/RW 7",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.9412463,107.6271905,-5.1342962,119.4124282,10.0,2.0,pick up truck
lwgi652050187,Cihampelas,Sungaipenuh,Benjamin Henry,Wayne Mccoy,"Pasir Kaliki No.953, RT 2/RW 5",Sunny,pick up truck,Snacks,Terlambat,-6.8989124,107.6043304,-2.091525,101.4151342,7.0,3.5,pick up truck
jund466378480,Dago,Sorong,Mr. Troy Snow PhD,Jack Perkins,"Setiabudi No.238, RT 8/RW 7",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.8634105,131.2544805,2.0,5.2,van
umwr946422142,Pasir Kaliki,Pontianak,Sara Wang,Alicia Clarke,"Riau No.935, RT 5/RW 4",Sunny,cargo truck,Shoes,Terlambat,-6.9162852,107.5981344,-0.0226903,109.3447488,4.0,6.8,van
dyla898260296,Dago,Gresik,Janet Chang,Robert Guerra,"Cihampelas No.369, RT 9/RW 10",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-5.7933465,112.6598223,2.0,14.4,cargo truck
ghta322545241,Dago,Batam,Valerie Hoffman,Brian Walsh,"Pasir Kaliki No.48, RT 3/RW 5",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8750079,107.6159521,1.1030815,104.0383696,6.0,4.2,pick up truck
ehcd753939174,Dago,Makassar,Joshua Alexander,Victor Melendez,"Riau No.46, RT 6/RW 5",Sunny,pick up truck,Home,Tepat Waktu,-6.8750079,107.6159521,-5.1342962,119.4124282,2.0,13.8,cargo truck
tman346996247,Ciwidey,Palu,Maria Frazier,Stephanie Roberts,"Ciwidey No.697, RT 4/RW 7",Sunny,pick up truck,Shoes,Terlambat,-7.1027234,107.4641673,-0.9051548,119.8722373,5.0,7.0,van
dpkg754611961,Cihampelas,Solok,Kevin Gutierrez,Melissa Acosta,"Kebon Kawung No.223, RT 4/RW 5",Sunny,cargo truck,Toys,Tepat Waktu,-6.8989124,107.6043304,-0.93103,100.804328,2.0,3.6,pick up truck
gwst243605740,Riau,Mojokerto,Katherine Perez,Jennifer James,"Lembong No.112, RT 5/RW 8",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9064586,107.6147399,-7.5413378,112.5094975,7.0,3.5,pick up truck
ywbm338214154,Cihampelas,Samarinda,Mitchell Montoya,Christy Anderson,"Jalan Braga No.35, RT 10/RW 5",Sunny,cargo truck,Shoes,Tepat Waktu,-6.8989124,107.6043304,-0.5017804,117.1393089,6.0,7.8,van
sflz355173551,Cihampelas,Kupang,Theresa Wilson,Richard Day,"Jalan Braga No.353, RT 8/RW 9",Sunny,pick up truck,Toys,Terlambat,-6.8989124,107.6043304,-10.1632209,123.6017755,1.0,1.6,pick up truck
kszc549343441,Dago,Salatiga,Michael Rose,Alexis Bond,"Ciwidey No.689, RT 7/RW 6",Sunny,cargo truck,Toys,Terlambat,-6.8750079,107.6159521,-7.3302642,110.4995353,7.0,8.4,van
xagb620852625,Ciwidey,Jayapura,Tina Fuentes,Emily Palmer,"Jalan Braga No.593, RT 1/RW 7",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-7.1027234,107.4641673,-2.5387539,140.7037389,1.0,8.4,van
tflk090669574,Setiabudi,Solo,Charles Davis DDS,John Cook,"Kebon Kawung No.129, RT 7/RW 7",Sunny,van,Books,Terlambat,-6.8689938,107.5934024,-7.5692489,110.828448,9.0,5.4,van
cmpo422502011,Lembong,Serang,Caitlin Boyer,Jamie Edwards,"Dago No.914, RT 10/RW 9",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9165602,107.610072,-6.1169662,106.1518079,8.0,8.0,van
amyz723490317,Dago,Mojokerto,Lisa Velazquez,James Ritter,"Dago No.604, RT 2/RW 6",Sunny,pick up truck,Shoes,Terlambat,-6.8750079,107.6159521,-7.5413378,112.5094975,8.0,8.8,van
tzom378565926,Jalan Braga,Pontianak,Leroy Eaton,Michelle Smith,"Ciwidey No.944, RT 6/RW 2",Sunny,pick up truck,Electronics,Tepat Waktu,-6.9168925,107.6091723,-0.0226903,109.3447488,1.0,8.9,van
amnp129757976,Riau,Semarang,Jacqueline Brooks,Ms. Michelle Gutierrez MD,"Kebon Kawung No.73, RT 4/RW 1",Sunny,pick up truck,Toys,Terlambat,-6.9064586,107.6147399,-6.9903988,110.4229104,2.0,5.6,van
jmbe533465778,Dago,Balikpapan,Cynthia Burke,Megan Smith,"Buah Batu No.731, RT 10/RW 1",Sunny,cargo truck,Snacks,Terlambat,-6.8750079,107.6159521,-1.2398711,116.8593379,7.0,6.3,van
jiqy493393438,Ciwidey,Medan,Daniel Martin,William Tran,"Ciwidey No.147, RT 9/RW 3",Sunny,pick up truck,Books,Lebih Cepat Sampai,-7.1027234,107.4641673,3.5894617,98.6741623,6.0,2.4,pick up truck
onjw142395427,Dago,Metro,John Collins,Alexis Kane,"Pasir Kaliki No.965, RT 9/RW 2",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.8750079,107.6159521,-5.1078839,105.3078642,10.0,5.0,pick up truck
lxgl934578242,Ciwidey,Tebing Tinggi,Connie Zamora,Benjamin Rodriguez DDS,"Buah Batu No.288, RT 10/RW 8",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-7.1027234,107.4641673,3.3273686,99.1623025,6.0,3.0,pick up truck
pdlf662907204,Setiabudi,Samarinda,Jennifer Duke,Patrick Barnes,"Jalan Braga No.767, RT 1/RW 3",Sunny,pick up truck,Snacks,Tepat Waktu,-6.8689938,107.5934024,-0.5017804,117.1393089,9.0,6.3,van
qagq562563482,Buah Batu,Pontianak,Johnny Rodriguez,Jessica Sexton,"Lembong No.439, RT 7/RW 9",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.0226903,109.3447488,1.0,9.5,van
autn347560187,Cihampelas,Surabaya,Michelle Evans,Amy Waters,"Ciwidey No.554, RT 9/RW 7",Sunny,van,Electronics,Lebih Cepat Sampai,-6.8989124,107.6043304,-7.2462836,112.7377674,2.0,14.8,cargo truck
tmtb978617367,Buah Batu,Ternate,Matthew Hill,Megan Golden,"Cihampelas No.815, RT 3/RW 8",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9412463,107.6271905,0.7852043,127.3832342,2.0,3.0,pick up truck
gdqn181669251,Kebon Kawung,South Tangerang,Randy Benson,Ronnie Richardson,"Jalan Braga No.796, RT 3/RW 8",Sunny,cargo truck,Sports,Terlambat,-6.9123708,107.6016929,-6.3227016,106.7085737,1.0,2.9,pick up truck
decu590029798,Jalan Braga,Tebing Tinggi,Anthony Edwards,Kerri Bailey,"Cihampelas No.7, RT 5/RW 5",Sunny,pick up truck,Books,Tepat Waktu,-6.9168925,107.6091723,3.3273686,99.1623025,10.0,5.0,pick up truck
hjkr096497750,Buah Batu,Sorong,John Montgomery,Robin Gonzalez,"Lembong No.407, RT 9/RW 8",Sunny,pick up truck,Snacks,Terlambat,-6.9412463,107.6271905,-0.8634105,131.2544805,8.0,3.2,pick up truck
psxk769255857,Setiabudi,Tebing Tinggi,Robert Roberts,Virginia Stevens,"Setiabudi No.594, RT 1/RW 8",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.8689938,107.5934024,3.3273686,99.1623025,8.0,2.4,pick up truck
wxzx810527209,Jalan Braga,Solok,Jeanne Johnson,Kathryn Santiago,"Jalan Braga No.694, RT 3/RW 2",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9168925,107.6091723,-0.93103,100.804328,7.0,3.5,pick up truck
nayb601836748,Cihampelas,Bogor,Amanda Brown,Jane Hopkins,"Riau No.930, RT 5/RW 2",Sunny,cargo truck,Electronics,Terlambat,-6.8989124,107.6043304,-6.5962986,106.7972421,1.0,5.5,van
bviq130151545,Cihampelas,Samarinda,Jordan Turner,Tina Crawford,"Kebon Kawung No.345, RT 7/RW 6",Sunny,pick up truck,Shoes,Terlambat,-6.8989124,107.6043304,-0.5017804,117.1393089,2.0,4.4,pick up truck
jyko374849472,Cihampelas,Ambon,Dr. Pamela Kelly MD,Katie Hale,"Riau No.13, RT 10/RW 1",Sunny,pick up truck,Cosmetics,Tepat Waktu,-6.8989124,107.6043304,-3.6959434,128.178785,9.0,3.6,pick up truck
cosb079170816,Cihampelas,Jambi,David Clayton,Dawn Osborne,"Setiabudi No.281, RT 10/RW 6",Sunny,pick up truck,Cosmetics,Tepat Waktu,-6.8989124,107.6043304,-1.6394711,102.9454264,5.0,1.0,pick up truck
trok864211637,Dago,Palu,David Brown,Kimberly Larson,"Jalan Braga No.530, RT 10/RW 2",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.9051548,119.8722373,10.0,11.0,cargo truck
qzlv262621539,Kebon Kawung,Malang,Emily Pearson,Alejandro Armstrong,"Pasir Kaliki No.794, RT 3/RW 1",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9123708,107.6016929,-7.9771308,112.6340265,7.0,11.2,cargo truck
xjbu161013473,Dago,Kupang,Matthew Miller,Richard Watkins,"Pasir Kaliki No.625, RT 10/RW 3",Sunny,cargo truck,Grocery,Terlambat,-6.8750079,107.6159521,-10.1632209,123.6017755,7.0,6.3,van
yrbv757534435,Buah Batu,Solo,Nathaniel Wilson,Kaitlin Berg,"Dago No.146, RT 10/RW 8",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9412463,107.6271905,-7.5692489,110.828448,10.0,15.0,cargo truck
umvq150179622,Jalan Braga,Bukittinggi,Anne Jenkins,Mrs. Ellen Olson,"Ciwidey No.883, RT 8/RW 6",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.9168925,107.6091723,-0.3051954,100.3694921,2.0,2.8,pick up truck
hrry048439751,Pasir Kaliki,Ambon,Thomas Leach,Drew Smith,"Lembong No.148, RT 4/RW 1",Sunny,pick up truck,Sports,Tepat Waktu,-6.9162852,107.5981344,-3.6959434,128.178785,2.0,5.0,pick up truck
aydh513887075,Buah Batu,Palu,Matthew Washington,Morgan Lewis,"Buah Batu No.539, RT 7/RW 5",Sunny,cargo truck,Clothing,Tepat Waktu,-6.9412463,107.6271905,-0.9051548,119.8722373,4.0,8.0,van
krbk294812821,Buah Batu,Payakumbuh,Teresa Burns,Christopher Hicks,"Kebon Kawung No.196, RT 1/RW 5",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.2242687,100.6319419,6.0,11.4,cargo truck
zwvp285713958,Dago,Banjarbaru,Ann Huff,Christopher Holland,"Pasir Kaliki No.317, RT 5/RW 8",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.8750079,107.6159521,-3.4430389,114.8308816,4.0,10.0,van
ouop236020170,Cihampelas,Mataram,Daniel Clark,Joseph Deleon,"Lembong No.324, RT 7/RW 4",Sunny,cargo truck,Sports,Tepat Waktu,-6.8989124,107.6043304,-8.5837726,116.10685,2.0,4.4,pick up truck
tche601387767,Dago,Sorong,Stephanie Blair,David Hudson,"Kebon Kawung No.754, RT 4/RW 7",Sunny,cargo truck,Home,Terlambat,-6.8750079,107.6159521,-0.8634105,131.2544805,1.0,5.0,pick up truck
ogfj815752508,Dago,Makassar,Melissa Powell,Meghan Oconnor,"Cihampelas No.59, RT 4/RW 10",Sunny,pick up truck,Grocery,Tepat Waktu,-6.8750079,107.6159521,-5.1342962,119.4124282,10.0,5.0,pick up truck
vahh815562613,Dago,Metro,James Swanson,Mrs. Tanya Pacheco,"Kebon Kawung No.623, RT 2/RW 1",Sunny,pick up truck,Clothing,Terlambat,-6.8750079,107.6159521,-5.1078839,105.3078642,2.0,5.2,van
frtm671232629,Dago,Solok,Lee Robinson,Robert Hanson,"Kebon Kawung No.243, RT 4/RW 9",Sunny,pick up truck,Electronics,Tepat Waktu,-6.8750079,107.6159521,-0.93103,100.804328,1.0,8.7,van
oron294407689,Lembong,Banda Aceh,Greg Smith,Justin Keith,"Setiabudi No.425, RT 4/RW 4",Sunny,cargo truck,Snacks,Terlambat,-6.9165602,107.610072,5.5528455,95.3192908,5.0,2.5,pick up truck
qxir539198233,Ciwidey,Malang,Phillip Buchanan,Rachel Rivera,"Ciwidey No.389, RT 2/RW 5",Sunny,pick up truck,Home,Lebih Cepat Sampai,-7.1027234,107.4641673,-7.9771308,112.6340265,2.0,14.6,cargo truck
lmgx922384300,Riau,Sorong,Alison Mcknight,John Keller,"Dago No.39, RT 2/RW 9",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.9064586,107.6147399,-0.8634105,131.2544805,1.0,2.9,pick up truck
vins290707426,Buah Batu,Mataram,Frances Hale,Matthew Meyer,"Lembong No.311, RT 5/RW 3",Sunny,cargo truck,Grocery,Terlambat,-6.9412463,107.6271905,-8.5837726,116.10685,9.0,4.5,pick up truck
htts019391042,Buah Batu,Solok,Sandra Poole,Patrick Baird,"Lembong No.990, RT 7/RW 8",Sunny,van,Grocery,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.93103,100.804328,8.0,4.0,pick up truck
vqzd866271475,Kebon Kawung,Salatiga,Larry Whitehead,Harold Oconnor,"Kebon Kawung No.414, RT 6/RW 5",Sunny,pick up truck,Grocery,Terlambat,-6.9123708,107.6016929,-7.3302642,110.4995353,8.0,2.4,pick up truck
txrz945675655,Jalan Braga,Bengkulu,Clarence Nguyen,Kathy Clark,"Lembong No.21, RT 3/RW 2",Sunny,pick up truck,Grocery,Terlambat,-6.9168925,107.6091723,-3.5186763,102.5359834,5.0,3.0,pick up truck
rzwb635418129,Kebon Kawung,Kupang,Billy Sutton,Andrew Blackburn,"Kebon Kawung No.300, RT 8/RW 8",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9123708,107.6016929,-10.1632209,123.6017755,2.0,13.6,cargo truck
ssre510461928,Dago,Bengkulu,Lisa Galvan,Vincent Gay,"Buah Batu No.672, RT 8/RW 6",Sunny,pick up truck,Books,Tepat Waktu,-6.8750079,107.6159521,-3.5186763,102.5359834,8.0,6.4,van
tmsr460633751,Dago,Jakarta,William Olson,Melissa Thomas,"Kebon Kawung No.59, RT 4/RW 2",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.8750079,107.6159521,-6.1754049,106.827168,7.0,4.9,pick up truck
grxj101025195,Jalan Braga,Mojokerto,David Barnes,Michael Nelson,"Jalan Braga No.9, RT 8/RW 6",Sunny,cargo truck,Toys,Tepat Waktu,-6.9168925,107.6091723,-7.5413378,112.5094975,2.0,3.2,pick up truck
iple796952643,Pasir Kaliki,Kupang,Morgan Thompson,William Nelson,"Pasir Kaliki No.380, RT 6/RW 4",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.9162852,107.5981344,-10.1632209,123.6017755,3.0,5.7,van
curr119811104,Jalan Braga,Bogor,Taylor Jones,Kenneth Perez,"Buah Batu No.801, RT 4/RW 3",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.9168925,107.6091723,-6.5962986,106.7972421,9.0,7.2,van
qbzk029736091,Setiabudi,Gresik,Chris Martin,Leroy Stein,"Buah Batu No.896, RT 8/RW 5",Sunny,cargo truck,Toys,Terlambat,-6.8689938,107.5934024,-5.7933465,112.6598223,5.0,7.5,van
qrep712524847,Dago,Pagar Alam,Ebony Lowe,Brenda Morrison,"Riau No.960, RT 9/RW 10",Sunny,pick up truck,Clothing,Terlambat,-6.8750079,107.6159521,-4.0209526,103.2501603,2.0,3.6,pick up truck
prve846238265,Pasir Kaliki,Metro,Jamie Mcmahon,Anthony Henry,"Ciwidey No.776, RT 1/RW 1",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9162852,107.5981344,-5.1078839,105.3078642,9.0,2.7,pick up truck
syag966081299,Setiabudi,Pekanbaru,April Miller,Tanya Mccullough,"Lembong No.291, RT 10/RW 8",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.8689938,107.5934024,0.5262455,101.4515727,2.0,12.4,cargo truck
uawg557763248,Lembong,Bogor,Caroline Cruz,Carrie Boone,"Kebon Kawung No.283, RT 3/RW 2",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9165602,107.610072,-6.5962986,106.7972421,1.0,6.1,van
fstc299298254,Dago,Tebing Tinggi,Robert Berger,Richard Herring,"Ciwidey No.4, RT 5/RW 7",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.8750079,107.6159521,3.3273686,99.1623025,8.0,6.4,van
uamb573010037,Lembong,Solok,Sarah Bryant,Louis Castaneda,"Cihampelas No.217, RT 9/RW 8",Sunny,van,Books,Tepat Waktu,-6.9165602,107.610072,-0.93103,100.804328,6.0,5.4,van
ezmo350159919,Cihampelas,Jakarta,Kari Moran,Jeremy Jones,"Buah Batu No.929, RT 2/RW 1",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8989124,107.6043304,-6.1754049,106.827168,10.0,7.0,van
azto283949439,Pasir Kaliki,Manado,Veronica Carlson,Carrie Everett,"Pasir Kaliki No.143, RT 7/RW 1",Sunny,van,Snacks,Lebih Cepat Sampai,-6.9162852,107.5981344,1.4900578,124.8408708,7.0,2.1,pick up truck
mrxj000989757,Kebon Kawung,Solok,Logan Robinson,William Ball,"Dago No.889, RT 4/RW 4",Sunny,pick up truck,Snacks,Terlambat,-6.9123708,107.6016929,-0.93103,100.804328,6.0,1.2,pick up truck
brje908165405,Setiabudi,Bekasi,Erin Sandoval,Travis Clark,"Buah Batu No.798, RT 1/RW 7",Sunny,pick up truck,Grocery,Tepat Waktu,-6.8689938,107.5934024,-6.2349858,106.9945444,9.0,8.1,van
xrmo139082626,Lembong,Banda Aceh,Justin Blanchard,Lisa Clark,"Cihampelas No.609, RT 1/RW 4",Sunny,cargo truck,Cosmetics,Terlambat,-6.9165602,107.610072,5.5528455,95.3192908,10.0,3.0,pick up truck
stsr977769390,Pasir Kaliki,Bekasi,Nicholas Davies,Sarah Nelson,"Buah Batu No.73, RT 8/RW 3",Sunny,pick up truck,Clothing,Terlambat,-6.9162852,107.5981344,-6.2349858,106.9945444,6.0,9.6,van
mkjc110029235,Kebon Kawung,Bekasi,Wesley Gonzalez,Melissa Sanchez,"Ciwidey No.964, RT 8/RW 9",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.9123708,107.6016929,-6.2349858,106.9945444,4.0,6.0,van
ckkw729440002,Jalan Braga,Surabaya,Nathaniel Peterson,Edward Schmidt,"Pasir Kaliki No.847, RT 2/RW 4",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.9168925,107.6091723,-7.2462836,112.7377674,1.0,1.0,pick up truck
czdw749444326,Kebon Kawung,Samarinda,Robert Hess,Elizabeth Martinez,"Jalan Braga No.933, RT 2/RW 8",Sunny,pick up truck,Snacks,Terlambat,-6.9123708,107.6016929,-0.5017804,117.1393089,9.0,8.1,van
snaj026878437,Kebon Kawung,Sorong,Tracy Torres,Shelly Burns,"Dago No.668, RT 7/RW 6",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.9123708,107.6016929,-0.8634105,131.2544805,5.0,1.0,pick up truck
bawk587881973,Setiabudi,Banda Aceh,Angela Golden,Amy Wright,"Cihampelas No.246, RT 5/RW 6",Sunny,cargo truck,Electronics,Tepat Waktu,-6.8689938,107.5934024,5.5528455,95.3192908,1.0,7.0,van
bejm202591169,Jalan Braga,Semarang,Sarah Marquez,Dylan Reid,"Buah Batu No.293, RT 2/RW 5",Sunny,pick up truck,Snacks,Terlambat,-6.9168925,107.6091723,-6.9903988,110.4229104,8.0,3.2,pick up truck
nhxm564132430,Kebon Kawung,Tebing Tinggi,Veronica Shepard,Crystal Pittman,"Setiabudi No.865, RT 10/RW 9",Sunny,pick up truck,Books,Terlambat,-6.9123708,107.6016929,3.3273686,99.1623025,6.0,1.8,pick up truck
mxnf439941833,Buah Batu,Surabaya,James Berg,Shannon Reeves DVM,"Setiabudi No.424, RT 3/RW 7",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.9412463,107.6271905,-7.2462836,112.7377674,9.0,7.2,van
nnik422661796,Jalan Braga,Metro,Nicole Strickland,Andrew Harris,"Riau No.727, RT 5/RW 9",Sunny,pick up truck,Grocery,Terlambat,-6.9168925,107.6091723,-5.1078839,105.3078642,7.0,3.5,pick up truck
kxbz070649841,Setiabudi,Sorong,Jennifer Sharp,Natasha Strong,"Riau No.840, RT 10/RW 2",Sunny,pick up truck,Sports,Tepat Waktu,-6.8689938,107.5934024,-0.8634105,131.2544805,6.0,9.6,van
rjqw062821519,Kebon Kawung,Banjarbaru,Angela Morris,John Davis,"Dago No.487, RT 9/RW 1",Sunny,pick up truck,Clothing,Terlambat,-6.9123708,107.6016929,-3.4430389,114.8308816,1.0,1.9,pick up truck
hwai339897414,Buah Batu,Solok,Katie Alvarez,Sarah Estes,"Buah Batu No.239, RT 9/RW 3",Sunny,pick up truck,Sports,Terlambat,-6.9412463,107.6271905,-0.93103,100.804328,5.0,6.5,van
jcpv625475369,Ciwidey,Semarang,Sarah Watson,Jonathan Hughes,"Cihampelas No.876, RT 5/RW 3",Sunny,pick up truck,Grocery,Tepat Waktu,-7.1027234,107.4641673,-6.9903988,110.4229104,5.0,1.0,pick up truck
psbj542651131,Ciwidey,Palembang,Michele Green,Jacob Martin,"Setiabudi No.885, RT 8/RW 2",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-7.1027234,107.4641673,-2.9888243,104.7568507,5.0,14.5,cargo truck
sjbi520185848,Cihampelas,Payakumbuh,Rachel Scott,Devin Hill,"Cihampelas No.731, RT 5/RW 5",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.8989124,107.6043304,-0.2242687,100.6319419,2.0,5.0,pick up truck
ftrt105549783,Dago,Dumai,David Maldonado,Jeffery Jones,"Jalan Braga No.299, RT 10/RW 5",Sunny,cargo truck,Clothing,Tepat Waktu,-6.8750079,107.6159521,1.6631967,101.4470369,1.0,2.0,pick up truck
objz524037942,Buah Batu,Ambon,Brittany Porter,David Cook,"Kebon Kawung No.62, RT 2/RW 5",Sunny,cargo truck,Shoes,Tepat Waktu,-6.9412463,107.6271905,-3.6959434,128.178785,3.0,7.2,van
voqm990124775,Dago,Mataram,James Smith,Megan Owen,"Ciwidey No.705, RT 8/RW 4",Sunny,cargo truck,Grocery,Terlambat,-6.8750079,107.6159521,-8.5837726,116.10685,10.0,10.0,van
xubu024802680,Dago,Sawahlunto,Andrea Jensen,Karen Chung,"Lembong No.397, RT 1/RW 6",Sunny,cargo truck,Snacks,Tepat Waktu,-6.8750079,107.6159521,-0.6818141,100.778552,10.0,3.0,pick up truck
toid549042324,Setiabudi,Mojokerto,Chelsea Charles,Margaret Camacho,"Dago No.791, RT 4/RW 5",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8689938,107.5934024,-7.5413378,112.5094975,7.0,13.3,cargo truck
lhsf501704419,Kebon Kawung,Pontianak,Ms. Diana Poole,Nathan House,"Kebon Kawung No.952, RT 2/RW 1",Sunny,pick up truck,Sports,Tepat Waktu,-6.9123708,107.6016929,-0.0226903,109.3447488,5.0,10.0,van
yseq584718772,Setiabudi,Kendal,Paul Andrews,Todd Jenkins,"Riau No.743, RT 1/RW 10",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.8689938,107.5934024,-7.0190966,110.1374757,10.0,10.0,van
